제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크,내용_score_여성/가족,내용_score_남성,내용_score_성소수자,내용_score_인종/국적,내용_score_연령,내용_score_지역,내용_score_종교,내용_score_기타 혐오,내용_score_악플/욕설,내용_score_clean,내용_score_장애
고2 11모 고등학교 순위떴다,,"경기도내 고2 11모 순위
우성 49 백운 167위 모락 233위","ㅇㅇ(223.38) 2023.02.19 13:47:06
조회 518 추천 0 댓글 0",추천 0,조회 518,2023.02.19 13:47:06,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=206&page=1,0.014158667996525764,0.009921165183186531,0.01110103353857994,0.01728353276848793,0.013430667109787464,0.012842572294175625,0.017909811809659004,0.00880399439483881,0.03364704176783562,0.9347572922706604,0.00869889184832573
후배들 새해복 많이받고 힘내라,,"난 먼저 신촌으로 간다 ㅋㅋㅋ
사랑한다 연세~","ㅇㅇ(1.241) 2023.01.01 00:07:40
조회 41 추천 0 댓글 0",추천 0,조회 41,2023.01.01 00:07:40,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=205&page=1,0.013751641847193241,0.009751204401254654,0.011178520508110523,0.020374981686472893,0.013852699659764767,0.01764703541994095,0.019512446597218513,0.00788686703890562,0.028886381536722183,0.9322081208229065,0.008869296871125698
[ Fare well ],,모두 고생했고 좋은결과 있길바란다.,"ㅇㅇ(14.4) 2022.11.17 06:07:00
조회 49 추천 0 댓글 0",추천 0,조회 49,2022.11.17 06:07:00,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=204&page=1,0.017034463584423065,0.012281954288482666,0.013144811615347862,0.020300285890698433,0.01417180709540844,0.010019651614129543,0.019418923184275627,0.0090688681229949,0.03140230476856232,0.9455980062484741,0.010363847948610783
나다,,내일 잘봐라 우흥/,"닉네임뭐하노 2022.11.16 21:44:00
조회 75 추천 0 댓글 1",추천 0,조회 75,2022.11.16 21:44:00,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=203&page=1,0.012497124262154102,0.00889796856790781,0.008842159062623978,0.01301464531570673,0.011855299584567547,0.008154798299074173,0.013051152229309082,0.007847215048968792,0.05652981624007225,0.9109452366828918,0.0071938796900212765
"""폭 풍 전 야""",,"니들이 잘 못볼지 내가 잘 볼지는 정해져있다.
들어와라 2023 대학수학능력시험.","ㅇㅇ(1.241) 2022.11.16 14:19:38
조회 37 추천 0 댓글 0",추천 0,조회 37,2022.11.16 14:19:38,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=202&page=1,0.01654834859073162,0.00726504810154438,0.009903378784656525,0.01332040224224329,0.009648148901760578,0.006059649866074324,0.010404474101960659,0.008267812430858612,0.06846386194229126,0.8910587430000305,0.006332161836326122
"""미래는 정해져있어... 운명이란 바꿀수없는것이야..""",,,"ㅇㅇ(14.4) 2022.11.14 15:56:51
조회 59 추천 0 댓글 0",추천 0,조회 59,2022.11.14 15:56:51,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=201&page=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[이순신의 마음가짐으로],,"必死則生 (필사즉생)
반드시 죽으려 하는 자는 살고
幸生則死 (행생즉사)
요행히 살고자 하는 자는 죽을 것이다","ㅇㅇ(14.4) 2022.11.13 19:44:00
조회 28 추천 1 댓글 0",추천 1,조회 28,2022.11.13 19:44:00,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=200&page=1,0.01116869505494833,0.02642759680747986,0.022435566410422325,0.004700216930359602,0.010530314408242702,0.006538602523505688,0.023725230246782303,0.043349117040634155,0.7435175180435181,0.08741918951272964,0.006628203205764294
???: 노력하지않은 죄,,"노력하지 않은죄..

하염없이 시간을 흘려보낸죄..

자신을 돌아보지 않은 죄...

너 자신을 나태하게 놔둔 죄....


































땅 땅
























"" 재 수 ""","ㅇㅇ(14.4) 2022.11.12 18:00:46
조회 42 추천 1 댓글 0",추천 1,조회 42,2022.11.12 18:00:46,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=199&page=1,0.014285244047641754,0.02185112051665783,0.013024217449128628,0.005763447843492031,0.005028960295021534,0.003884657518938184,0.009893153794109821,0.012644598260521889,0.5015420317649841,0.471656858921051,0.005832122638821602
"""도라에몽... 시간을.. 되돌려줘""",,"""
""나 돌아갈래.....""





















나돌아갈래!!!!!!!!!!!!!!!!!","ㅇㅇ(14.4) 2022.11.12 17:55:26
조회 70 추천 1 댓글 0",추천 1,조회 70,2022.11.12 17:55:26,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=198&page=1,0.014461771585047245,0.008519774302840233,0.009876862168312073,0.009400601498782635,0.00886728148907423,0.0066321310587227345,0.01045492384582758,0.007045097183436155,0.10666342079639435,0.8819655179977417,0.006423955783247948
"""5일""",,"5일 , 120시간, 7200분 , 452000초 

"" 중요한건 꺾이지않는 마음""","ㅇㅇ(14.4) 2022.11.12 12:41:13
조회 31 추천 0 댓글 0",추천 0,조회 31,2022.11.12 12:41:13,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=197&page=1,0.01610804907977581,0.0100614745169878,0.011418134905397892,0.014223429374396801,0.01169821247458458,0.00876937061548233,0.01557753887027502,0.008351468481123447,0.042187612503767014,0.9314035773277283,0.008215371519327164
???: 우리 1년 더한다,,,"ㅇㅇ(14.4) 2022.11.11 13:57:15
조회 63 추천 0 댓글 0",추천 0,조회 63,2022.11.11 13:57:15,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=196&page=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""그러나 꺾이지 않는것은 없기에...""",,.... d-6,"ㅇㅇ(14.4) 2022.11.11 13:33:11
조회 27 추천 0 댓글 0",추천 0,조회 27,2022.11.11 13:33:11,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=195&page=1,0.01601867377758026,0.009678046219050884,0.01122503075748682,0.015737958252429962,0.012995537370443344,0.00978794228285551,0.015739038586616516,0.008364859037101269,0.03919626772403717,0.9330564737319946,0.008692874573171139
""" 중요한건 꺾이지않는 마음""",,D-7,"ㅇㅇ(14.4) 2022.11.10 20:44:56
조회 30 추천 0 댓글 0",추천 0,조회 30,2022.11.10 20:44:56,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=194&page=1,0.016878508031368256,0.011858287267386913,0.011764590628445148,0.018289875239133835,0.014406980946660042,0.011174986138939857,0.01939311996102333,0.00892551988363266,0.03188582509756088,0.9431157112121582,0.010034703649580479
"""중요한건 꺽이지 않는 마음""",,D-9,"ㅇㅇ(14.4) 2022.11.08 19:30:02
조회 39 추천 1 댓글 0",추천 1,조회 39,2022.11.08 19:30:02,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=193&page=1,0.01583525910973549,0.010806862264871597,0.010560071095824242,0.015371410176157951,0.012909969314932823,0.01000650692731142,0.016506271436810493,0.008536712266504765,0.038499802350997925,0.9343690872192383,0.008912917226552963
수능 공부법 공유한다.,,"일단 수특 수완-> 여기서 나오는문제가 수능에 나올확률? ㅈ도없음 바로 째기셈
문학 연계는 허수들만 신경쓰는 부분이므로 가볍게 넘어가셈

기출풀이-> 기출문제? 수능에 절대안나옴 그러므로 기출 문제풀이도 할필요가 없다.

자그러면 뭘 공부해야 하냐 답은정해져있다.  니가 꼴리는걸 해라. 사람은 본래 자신이 하고싶은것을 할때 가장큰 효율을 낼수있는 동물이다.
그러므로 나는 롤을 하러가겠다. 그럼 20000","ㅇㅇ(14.4) 2022.10.28 21:54:55
조회 88 추천 1 댓글 0",추천 1,조회 88,2022.10.28 21:54:55,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=192&page=1,0.03657691925764084,0.01945362240076065,0.009372920729219913,0.005013791378587484,0.00814108271151781,0.0025993231683969498,0.005826264154165983,0.017848948016762733,0.4768149256706238,0.3842664062976837,0.004771187901496887
모의고사&학교 내신 성적표 수정,,"https://open.kakao.com/o/sj9T07Ie
모의고사
open.kakao.com
*2022년 3월,6월,9월 모의고사 성적표 양식 판매합니다.(2022년 11월 모의고사 양식도 미리 대비해서 보내드립니다.)



*학교 내신 성적표 수정도 받고 있습니다.


*가격은 10000원 입니다.

*이름이랑 원하시는 성적 있으시면 반영해서 수정해드립니다.

*수정할수 있는 한글파일로 보내드리니 걱정하지 않으셔도 됩니다.

*본 양식은 동기부여용/자기자극용/부모님설득 등 건전한 곳에 사용될 용도로 공유 중입니다.(불건전한 곳에 사용의 책임은
구매자에게 있습니다.)
*거래 진행방식- 대화방에 입장하셔서 원하시는 성적과 이름 혹은 양식만을 원한다 등의 요청사항을 말씀해주시고

*계좌번호로 입금된것이 확인되면 이메일로 보내드리는 방식입니다.
*거래가 완료되면 대화방은 삭제하니 개인정보 유출등의 문제는 걱정하지 않으셔도 됩니다.

*답장이 없더라도 잠시 대기 부탁드립니다.","ㅇㅇ(210.217) 2022.10.25 16:33:27
조회 119 추천 0 댓글 1",추천 0,조회 119,2022.10.25 16:33:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=191&page=2,0.01713055558502674,0.010961044579744339,0.017389647662639618,0.015815118327736855,0.009978840127587318,0.007651653606444597,0.014761033467948437,0.009535208344459534,0.04774456098675728,0.9267409443855286,0.00898058619350195
인생좆된 고3 백붕이 ㅋㅋㅋㅋㅋ,,애미 ㅋㅋㅋ,"ㅇㅇ(1.241) 2022.10.21 00:03:11
조회 128 추천 1 댓글 1",추천 1,조회 128,2022.10.21 00:03:11,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=190&page=2,0.019591549411416054,0.006063241045922041,0.008000575006008148,0.005952321924269199,0.008103002794086933,0.004685232415795326,0.0072001004591584206,0.012130764313042164,0.4517858028411865,0.4530043601989746,0.00478272745385766
ㅇㄴㅁㅁㅁㅁ,,ㅁㄴㅇ,"ㅇㅇ(222.98) 2022.10.10 20:51:04
조회 27 추천 0 댓글 0",추천 0,조회 27,2022.10.10 20:51:04,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=189&page=2,0.019591862335801125,0.010182760655879974,0.01052550133317709,0.018759438768029213,0.013455471023917198,0.010155613534152508,0.016197210177779198,0.008746218867599964,0.03434143587946892,0.9385724067687988,0.009116695262491703
실시간 백붕이 탈의실에서 갤질한다,,교실에서 하기엔 좀 그렇잖아,"ㅇㅇ(61.77) 2022.08.22 15:44:37
조회 90 추천 1 댓글 0",추천 1,조회 90,2022.08.22 15:44:37,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=188&page=2,0.01566442847251892,0.010150255635380745,0.013450616039335728,0.01782776042819023,0.013126551173627377,0.010132688097655773,0.01878204569220543,0.008813091553747654,0.03441978618502617,0.9404184818267822,0.00929990690201521
정시 좆된 정시파이터면 개추,,정시파이터 웅앵웅 해놓고 공부안했으면 개추 ㅋㅋㅋ,"ㅇㅇ(1.241) 2022.08.20 13:18:49
조회 64 추천 3 댓글 0",추천 3,조회 64,2022.08.20 13:18:49,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=187&page=2,0.04298688843846321,0.29889899492263794,0.009531088173389435,0.00614436948671937,0.03532112389802933,0.006149855442345142,0.005020835902541876,0.028359783813357353,0.3744094669818878,0.04170989245176315,0.006880071945488453
